;ano;sigla_uf;id_municipio;populacao
667;2021;PI;2200053;7119
668;2021;PI;2200103;5123
669;2021;PI;2200202;17525
670;2021;PI;2200251;7678
671;2021;PI;2200277;4921
672;2021;PI;2200301;14371
673;2021;PI;2200400;40681
674;2021;PI;2200459;5469
675;2021;PI;2200509;17609
676;2021;PI;2200608;6779
677;2021;PI;2200707;9994
678;2021;PI;2200806;3175
679;2021;PI;2200905;5819
680;2021;PI;2200954;2551
681;2021;PI;2201002;4713
682;2021;PI;2201051;7879
683;2021;PI;2201101;11361
684;2021;PI;2201150;11751
685;2021;PI;2201176;3953
686;2021;PI;2201200;47298
687;2021;PI;2201309;3356
688;2021;PI;2201408;7022
689;2021;PI;2201507;26951
690;2021;PI;2201556;4044
691;2021;PI;2201572;3607
692;2021;PI;2201606;10479
693;2021;PI;2201705;5512
694;2021;PI;2201739;6214
695;2021;PI;2201770;6848
696;2021;PI;2201804;4509
697;2021;PI;2201903;25584
698;2021;PI;2201919;5670
699;2021;PI;2201929;5700
700;2021;PI;2201945;6443
701;2021;PI;2201960;8364
702;2021;PI;2201988;3824
703;2021;PI;2202000;19832
704;2021;PI;2202026;8282
705;2021;PI;2202059;10671
706;2021;PI;2202075;3586
707;2021;PI;2202083;7704
708;2021;PI;2202091;5786
709;2021;PI;2202109;5628
710;2021;PI;2202117;5093
711;2021;PI;2202133;5987
712;2021;PI;2202174;7342
713;2021;PI;2202208;46950
714;2021;PI;2202251;3938
715;2021;PI;2202307;21326
716;2021;PI;2202406;11471
717;2021;PI;2202455;4127
718;2021;PI;2202505;11009
719;2021;PI;2202539;5910
720;2021;PI;2202554;5102
721;2021;PI;2202604;19716
722;2021;PI;2202653;5477
723;2021;PI;2202703;27901
724;2021;PI;2202711;4908
725;2021;PI;2202729;6180
726;2021;PI;2202737;4044
727;2021;PI;2202752;6545
728;2021;PI;2202778;7665
729;2021;PI;2202802;4811
730;2021;PI;2202851;4688
731;2021;PI;2202901;26771
732;2021;PI;2203008;8350
733;2021;PI;2203107;10464
734;2021;PI;2203206;11461
735;2021;PI;2203230;4982
736;2021;PI;2203255;4475
737;2021;PI;2203271;5390
738;2021;PI;2203305;13862
739;2021;PI;2203354;7046
740;2021;PI;2203404;6940
741;2021;PI;2203420;4352
742;2021;PI;2203453;9574
743;2021;PI;2203503;14550
744;2021;PI;2203602;4943
745;2021;PI;2203701;39953
746;2021;PI;2203750;5330
747;2021;PI;2203800;4461
748;2021;PI;2203859;2561
749;2021;PI;2203909;60111
750;2021;PI;2204006;5345
751;2021;PI;2204105;4300
752;2021;PI;2204154;3216
753;2021;PI;2204204;9423
754;2021;PI;2204303;11690
755;2021;PI;2204352;5477
756;2021;PI;2204402;10698
757;2021;PI;2204501;10496
758;2021;PI;2204550;4573
759;2021;PI;2204600;3880
760;2021;PI;2204659;9487
761;2021;PI;2204709;15330
762;2021;PI;2204808;9863
763;2021;PI;2204907;8582
764;2021;PI;2205003;11571
765;2021;PI;2205102;11037
766;2021;PI;2205151;5718
767;2021;PI;2205201;19233
768;2021;PI;2205250;4522
769;2021;PI;2205276;4885
770;2021;PI;2205300;4443
771;2021;PI;2205359;3003
772;2021;PI;2205409;14396
773;2021;PI;2205458;5488
774;2021;PI;2205508;39457
775;2021;PI;2205516;5491
776;2021;PI;2205524;5653
777;2021;PI;2205532;4790
778;2021;PI;2205540;2870
779;2021;PI;2205557;8610
780;2021;PI;2205565;4658
781;2021;PI;2205573;6795
782;2021;PI;2205581;4086
783;2021;PI;2205599;5219
784;2021;PI;2205607;5272
785;2021;PI;2205706;30558
786;2021;PI;2205805;25521
787;2021;PI;2205854;8372
788;2021;PI;2205904;5352
789;2021;PI;2205953;8590
790;2021;PI;2206001;4546
791;2021;PI;2206050;6456
792;2021;PI;2206100;10979
793;2021;PI;2206209;33901
794;2021;PI;2206308;1239
795;2021;PI;2206357;6603
796;2021;PI;2206407;10563
797;2021;PI;2206506;7785
798;2021;PI;2206605;10618
799;2021;PI;2206654;4527
800;2021;PI;2206670;6825
801;2021;PI;2206696;9258
802;2021;PI;2206704;7307
803;2021;PI;2206720;8632
804;2021;PI;2206753;4911
805;2021;PI;2206803;8751
806;2021;PI;2206902;6548
807;2021;PI;2206951;3014
808;2021;PI;2207009;37138
809;2021;PI;2207108;2477
810;2021;PI;2207207;6879
811;2021;PI;2207306;4124
812;2021;PI;2207355;3416
813;2021;PI;2207405;5029
814;2021;PI;2207504;14633
815;2021;PI;2207553;3931
816;2021;PI;2207603;10846
817;2021;PI;2207702;153863
818;2021;PI;2207751;4331
819;2021;PI;2207777;6420
820;2021;PI;2207793;4084
821;2021;PI;2207801;20583
822;2021;PI;2207850;3662
823;2021;PI;2207900;38812
824;2021;PI;2207934;2551
825;2021;PI;2207959;4392
826;2021;PI;2208007;78627
827;2021;PI;2208106;12150
828;2021;PI;2208205;18492
829;2021;PI;2208304;28952
830;2021;PI;2208403;63829
831;2021;PI;2208502;12646
832;2021;PI;2208551;2728
833;2021;PI;2208601;3149
834;2021;PI;2208650;9041
835;2021;PI;2208700;8814
836;2021;PI;2208809;17979
837;2021;PI;2208858;4306
838;2021;PI;2208874;4499
839;2021;PI;2208908;7408
840;2021;PI;2209005;6434
841;2021;PI;2209104;6254
842;2021;PI;2209153;4046
843;2021;PI;2209203;6256
844;2021;PI;2209302;5903
845;2021;PI;2209351;4650
846;2021;PI;2209377;5254
847;2021;PI;2209401;6466
848;2021;PI;2209450;2172
849;2021;PI;2209500;3809
850;2021;PI;2209559;4454
851;2021;PI;2209609;2923
852;2021;PI;2209658;5801
853;2021;PI;2209708;6417
854;2021;PI;2209757;3071
855;2021;PI;2209807;5044
856;2021;PI;2209856;4619
857;2021;PI;2209872;6084
858;2021;PI;2209906;6106
859;2021;PI;2209955;4856
860;2021;PI;2209971;8085
861;2021;PI;2210003;20720
862;2021;PI;2210052;5361
863;2021;PI;2210102;3737
864;2021;PI;2210201;6696
865;2021;PI;2210300;6379
866;2021;PI;2210359;4581
867;2021;PI;2210375;2648
868;2021;PI;2210383;2456
869;2021;PI;2210391;3037
870;2021;PI;2210409;17617
871;2021;PI;2210508;14356
872;2021;PI;2210607;35035
873;2021;PI;2210623;3434
874;2021;PI;2210631;4311
875;2021;PI;2210656;10074
876;2021;PI;2210706;14664
877;2021;PI;2210805;12778
878;2021;PI;2210904;4557
879;2021;PI;2210938;6801
880;2021;PI;2210953;2939
881;2021;PI;2210979;2781
882;2021;PI;2211001;871126
883;2021;PI;2211100;44649
884;2021;PI;2211209;21746
885;2021;PI;2211308;20940
886;2021;PI;2211357;4930
887;2021;PI;2211407;4382
888;2021;PI;2211506;3082
889;2021;PI;2211605;2935
890;2021;PI;2211704;4479
891;2021;CE;2300101;11965
892;2021;CE;2300150;15140
893;2021;CE;2300200;63556
894;2021;CE;2300309;54687
